	Вакансия	Ссылка	Мин. з/п	Макс. з/п	Валюта	Источник
143	Продавец в салон связи (г. Хабаровск)	https://hh.ru/vacancy/37522842?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		40000	RUB	https://hh.ru/
144	Продавец	https://hh.ru/vacancy/42658462?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	22000	31000	RUB	https://hh.ru/
145	Продавец-консультант в салон связи (м. Рыбацкое)	https://hh.ru/vacancy/38512369?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		50000	RUB	https://hh.ru/
146	Продавец	https://hh.ru/vacancy/42898167?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	22000	45000	RUB	https://hh.ru/
147	Продавец	https://hh.ru/vacancy/42369167?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	30800	41000	RUB	https://hh.ru/
148	Продавец-консультант	https://hh.ru/vacancy/37545178?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		38400	RUB	https://hh.ru/
149	Продавец-консультант	https://hh.ru/vacancy/40461910?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		35000	RUB	https://hh.ru/
150	"Продавец-консультант (ТЦ ""Охта-Молл"")"	https://hh.ru/vacancy/42396897?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		35000	RUB	https://hh.ru/
151	Продавец	https://hh.ru/vacancy/42952918?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		47500	RUB	https://hh.ru/
152	"Продавец-консультант (ТЦ ""Лето"")"	https://hh.ru/vacancy/42406211?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		35000	RUB	https://hh.ru/
153	Продавец-консультант (ТЦ Сити Молл, п. Дубовое)	https://hh.ru/vacancy/37499915?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		33000	RUB	https://hh.ru/
154	Продавец-консультант	https://hh.ru/vacancy/38008601?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		34000	RUB	https://hh.ru/
155	Продавец-консультант (Железнодорожный район)	https://hh.ru/vacancy/42789582?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		42000	RUB	https://hh.ru/
156	Продавец-кассир в магазин одежды SELA (сменный график, м. Бауманская)	https://hh.ru/vacancy/42640647?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86				https://hh.ru/
157	Продавец	https://hh.ru/vacancy/42917331?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	25000	35000	RUB	https://hh.ru/
158	Продавец-кассир	https://hh.ru/vacancy/38973432?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	26400	39000	RUB	https://hh.ru/
159	Продавец	https://hh.ru/vacancy/42917245?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	29000	39000	RUB	https://hh.ru/
160	Продавец	https://hh.ru/vacancy/42942663?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	25000	50000	RUB	https://hh.ru/
161	Продавец на торговую стойку (м. Рязанский проспект)	https://hh.ru/vacancy/42697219?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		34100	RUB	https://hh.ru/
162	Продавец	https://hh.ru/vacancy/42263338?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	26400	36000	RUB	https://hh.ru/
163	Продавец услуг связи	https://hh.ru/vacancy/38009888?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	35000	55000	RUB	https://hh.ru/
164	Продавец	https://hh.ru/vacancy/42386187?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	53000	83000	RUB	https://hh.ru/
165	Продавец	https://hh.ru/vacancy/42251565?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	20000	40000	RUB	https://hh.ru/
166	Продавец	https://hh.ru/vacancy/39372512?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	38500	62000	RUB	https://hh.ru/
167	Продавец-консультант (Дзержинск)	https://hh.ru/vacancy/37523007?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	39000	61000	RUB	https://hh.ru/
168	Продавец	https://hh.ru/vacancy/42874741?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	27000	33000	RUB	https://hh.ru/
169	Продавец	https://hh.ru/vacancy/42918757?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	53000	63000	RUB	https://hh.ru/
170	Продавец	https://hh.ru/vacancy/42614936?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	25000	45000	RUB	https://hh.ru/
171	Продавец	https://hh.ru/vacancy/41436139?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	22000	45000	RUB	https://hh.ru/
172	Продавец	https://hh.ru/vacancy/42865611?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	24200	33500	RUB	https://hh.ru/
173	Продавец	https://hh.ru/vacancy/42867016?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	24200	33500	RUB	https://hh.ru/
174	Продавец	https://hh.ru/vacancy/42866102?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	20900	29750	RUB	https://hh.ru/
175	Продавец постельного белья	https://hh.ru/vacancy/42464337?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	65000	100000	RUB	https://hh.ru/
176	Продавец-консультант, г. Витебск	https://hh.ru/vacancy/42965347?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		750		https://hh.ru/
177	Продавец	https://hh.ru/vacancy/41874995?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	150000	350000		https://hh.ru/
178	Продавец в магазин	https://hh.ru/vacancy/43004050?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		90000	RUB	https://hh.ru/
179	Продавец-кассир	https://hh.ru/vacancy/42834417?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		29000	RUB	https://hh.ru/
180	Продавец	https://hh.ru/vacancy/42709974?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	30000	150000	RUB	https://hh.ru/
181	Продавец-кассир выходного дня	https://hh.ru/vacancy/42889863?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		26500	RUB	https://hh.ru/
182	Мобильный продавец-кассир	https://hh.ru/vacancy/42748303?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		29000	RUB	https://hh.ru/
183	Продавец-кассир	https://hh.ru/vacancy/37312883?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		28500	RUB	https://hh.ru/
184	Продавец велосипедов (Ленинский)	https://hh.ru/vacancy/41648155?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		120000	RUB	https://hh.ru/
185	Продавец-консультант	https://hh.ru/vacancy/43005625?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		90000	RUB	https://hh.ru/
186	Продавец	https://hh.ru/vacancy/41453398?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	20000	30000	RUB	https://hh.ru/
187	"Продавец-Консультант ""Море Чая"""	https://hh.ru/vacancy/42517929?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	40000	50000	RUB	https://hh.ru/
188	Продавец-консультант	https://hh.ru/vacancy/42934872?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	70000	120000	RUB	https://hh.ru/
189	Продавец-консультант	https://hh.ru/vacancy/42461986?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		70000	RUB	https://hh.ru/
190	Продавец-консультант	https://hh.ru/vacancy/42970354?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	25000	40000	RUB	https://hh.ru/
191	Продавец (г. Гомель)	https://hh.ru/vacancy/42996228?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		850		https://hh.ru/
192	Продавец ( свободный график)	https://hh.ru/vacancy/41795059?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		30000	RUB	https://hh.ru/
193	Продавец-консультант	https://hh.ru/vacancy/42948273?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		40000	RUB	https://hh.ru/
194	Продавец-консультант(можно без опыта работы)	https://hh.ru/vacancy/42380704?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		45000	RUB	https://hh.ru/
195	Продавец канцелярских товаров	https://hh.ru/vacancy/42636639?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		27000	RUB	https://hh.ru/
196	Продавец-консультант	https://hh.ru/vacancy/42942697?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	30000	45000	RUB	https://hh.ru/
197	Продавец-кассир в сеть магазинов пива	https://hh.ru/vacancy/42794864?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	45000	60000	RUB	https://hh.ru/
198	Продавец-кассир	https://hh.ru/vacancy/42988061?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		27000	RUB	https://hh.ru/
199	Продавец-консультант	https://hh.ru/vacancy/42383682?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		55000	RUB	https://hh.ru/
200	Продавец-кассир	https://hh.ru/vacancy/42911234?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		49300	RUB	https://hh.ru/
201	Продавец-консультант	https://hh.ru/vacancy/42874396?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	700	850		https://hh.ru/
202	Продавец-кассир / Продавец-стилист	https://hh.ru/vacancy/42379658?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		50000	RUB	https://hh.ru/
203	Продавец (Шелехов)	https://hh.ru/vacancy/42853193?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		25000	RUB	https://hh.ru/
204	Продавец-консультант чулочно-носочной продукции	https://hh.ru/vacancy/42859543?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	25000	40000	RUB	https://hh.ru/
205	Продавец-консультант	https://hh.ru/vacancy/42942533?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		30000	RUB	https://hh.ru/
206	Продавец-кассир в книжный магазин	https://hh.ru/vacancy/42716039?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	25000	30000	RUB	https://hh.ru/
207	Продавец-консультант в магазин белья	https://hh.ru/vacancy/42867148?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	60000	90000	RUB	https://hh.ru/
208	Продавец выходного дня	https://hh.ru/vacancy/40961937?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		19500	RUB	https://hh.ru/
209	Продавец	https://hh.ru/vacancy/42912039?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	60000	100000	RUB	https://hh.ru/
210	Продавец-консультант	https://hh.ru/vacancy/42525502?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	35000	70000	RUB	https://hh.ru/
211	Продавец-консультант	https://hh.ru/vacancy/42874086?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		90000	RUB	https://hh.ru/
212	Продавец-кассир в пекарню	https://hh.ru/vacancy/42693802?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	36000	40000	RUB	https://hh.ru/
213	Продавец-консультант	https://hh.ru/vacancy/42948686?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	30000	60000	RUB	https://hh.ru/
214	Продавец	https://hh.ru/vacancy/42785635?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	70000	80000	RUB	https://hh.ru/
215	Продавец-консультант	https://hh.ru/vacancy/42715942?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	60000	100000	RUB	https://hh.ru/
216	Продавец-консультант	https://hh.ru/vacancy/42973717?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	750	1300		https://hh.ru/
217	Мобильный продавец-кассир	https://hh.ru/vacancy/41568821?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		26500	RUB	https://hh.ru/
218	Продавец-консультант	https://hh.ru/vacancy/41856056?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	40000	90000	RUB	https://hh.ru/
219	Продавец-консультант непродовольственных товаров	https://hh.ru/vacancy/42484860?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		53000	RUB	https://hh.ru/
220	Вечерний продавец	https://hh.ru/vacancy/40052828?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		12000	RUB	https://hh.ru/
221	Мобильный продавец-кассир	https://hh.ru/vacancy/41182615?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		24000	RUB	https://hh.ru/
222	Продавец-кассир в кинобар	https://hh.ru/vacancy/42923930?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	18000	30000	RUB	https://hh.ru/
223	Продавец-консультант/продавец-кассир	https://hh.ru/vacancy/42834818?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		80000	RUB	https://hh.ru/
224	Продавец на точку в метро	https://hh.ru/vacancy/43010617?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	60000	90000	RUB	https://hh.ru/
225	Продавец-консультант	https://hh.ru/vacancy/42964328?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	22000	40000	RUB	https://hh.ru/
226	Продавец-кассир	https://hh.ru/vacancy/42954369?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	14000	16000	RUB	https://hh.ru/
227	Продавец-консультант	https://hh.ru/vacancy/42974083?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		50000	RUB	https://hh.ru/
228	Продавец-консультант	https://hh.ru/vacancy/42947276?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	18000	20000	RUB	https://hh.ru/
229	Продавец в сеть быстрого питания GIPPO	https://hh.ru/vacancy/42956483?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86				https://hh.ru/
230	Продавец-консультант	https://hh.ru/vacancy/42927160?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	55000	70000	RUB	https://hh.ru/
231	Продавец-консультант (Электросталь)	https://hh.ru/vacancy/42997304?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	35000	65000	RUB	https://hh.ru/
232	Продавец-кассир	https://hh.ru/vacancy/42948719?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	40000	60000	RUB	https://hh.ru/
233	Продавец / Продавец-консультант на островок-аттракцион ТИР (ТЦ Бутово Молл)	https://hh.ru/vacancy/42921893?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	60000	70000	RUB	https://hh.ru/
234	Продавец-консультант/продавец-кассир ( Морпорт, ул. Войкова 1/1)	https://hh.ru/vacancy/42955176?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		35000	RUB	https://hh.ru/
235	Продавец-консультант	https://hh.ru/vacancy/42988638?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		70000	RUB	https://hh.ru/
236	Продавец-консультант	https://hh.ru/vacancy/42981346?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	120000	170000		https://hh.ru/
237	Продавец-консультант (Титан Арена)	https://hh.ru/vacancy/42973157?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	12000	30000	RUB	https://hh.ru/
238	"Продавец 05 ставки в MILE (ТЦ ""АУТЛЕТО"")"	https://hh.ru/vacancy/42908935?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		300		https://hh.ru/
239	Продавец-кассир	https://hh.ru/vacancy/42967684?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	27000	30000	RUB	https://hh.ru/
240	Продавец-консультант	https://hh.ru/vacancy/42978402?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	25000	35000	RUB	https://hh.ru/
241	Продавец	https://hh.ru/vacancy/43008491?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	25000	70000	RUB	https://hh.ru/
242	Продавец-консультант (марка MEDOOZA)	https://hh.ru/vacancy/42927466?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	30000	43000	RUB	https://hh.ru/
243	Продавец-кассир	https://hh.ru/vacancy/42999789?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		60000	RUB	https://hh.ru/
244	Продавец	https://hh.ru/vacancy/42943330?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	25200	34622	RUB	https://hh.ru/
245	Продавец-консультант	https://hh.ru/vacancy/42988464?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	25000	40000	RUB	https://hh.ru/
246	Продавец-кассир (Кантемировская)	https://hh.ru/vacancy/42980555?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	48000	57000	RUB	https://hh.ru/
247	Продавец-консультант	https://hh.ru/vacancy/42977645?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	30000	80000	RUB	https://hh.ru/
248	Продавец консультант	https://hh.ru/vacancy/42932278?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	40000	70000	RUB	https://hh.ru/
249	Старший продавец	https://hh.ru/vacancy/42991521?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		32000	RUB	https://hh.ru/
250	Продавец-консультант (ТРЦ МАРТ)	https://hh.ru/vacancy/42917448?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	110000	170000		https://hh.ru/
251	Продавец-кассир (Советский район)	https://hh.ru/vacancy/42980424?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		29000	RUB	https://hh.ru/
252	Продавец-кассир	https://hh.ru/vacancy/42943761?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		40000	RUB	https://hh.ru/
253	Продавец-консультант в Оригинал Маркет	https://hh.ru/vacancy/42907519?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	140000	350000		https://hh.ru/
254	Продавец	https://hh.ru/vacancy/43005333?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		50000	RUB	https://hh.ru/
255	Продавец	https://hh.ru/vacancy/42951697?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		45000	RUB	https://hh.ru/
256	Продавец-консультант в магазин натуральных товаров NATURMART	https://hh.ru/vacancy/42972065?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		20000	RUB	https://hh.ru/
257	Продавец-консультант	https://hh.ru/vacancy/42983481?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		34000	RUB	https://hh.ru/
258	Продавец-кассир	https://hh.ru/vacancy/42953108?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	25500	30000	RUB	https://hh.ru/
259	Продавец-кассир	https://hh.ru/vacancy/42988505?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	100000	130000		https://hh.ru/
260	Продавец-кассир	https://hh.ru/vacancy/42983817?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		30000	RUB	https://hh.ru/
261	Продавец садово-огородных товаров	https://hh.ru/vacancy/42972577?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		25000	RUB	https://hh.ru/
262	"Продавец в магазин ""Мiнск"" г. Брянск (Советский и Бежицкий р-н)"	https://hh.ru/vacancy/42975301?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	25000	35000	RUB	https://hh.ru/
263	Продавец-кассир	https://hh.ru/vacancy/42946498?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		33000	RUB	https://hh.ru/
264	Продавец-кассир	https://hh.ru/vacancy/42917618?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	60000	60000	RUB	https://hh.ru/
265	Продавец	https://hh.ru/vacancy/42946648?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		1500	RUB	https://hh.ru/
266	Продавец цветов (г.Ижевск)	https://hh.ru/vacancy/42942558?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		25000	RUB	https://hh.ru/
267	Продавец-консультант	https://hh.ru/vacancy/42974431?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	25000	50000	RUB	https://hh.ru/
268	Продавец-кассир	https://hh.ru/vacancy/42946635?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		33000	RUB	https://hh.ru/
269	Продавец-консультант	https://hh.ru/vacancy/42914890?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	40000	70000	RUB	https://hh.ru/
270	Продавец	https://hh.ru/vacancy/42983945?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86				https://hh.ru/
271	Продавец-кассир г. Дзержинск	https://hh.ru/vacancy/42932904?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		22000	RUB	https://hh.ru/
272	Продавец-кассир	https://hh.ru/vacancy/42976995?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		120000		https://hh.ru/
273	Продавец / Продавец-консультант на островок-аттракцион ТИР (ТЦ Зеленопарк)	https://hh.ru/vacancy/42922163?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	60000	70000	RUB	https://hh.ru/
274	Продавец-консультант	https://hh.ru/vacancy/42086763?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	40000	60000	RUB	https://hh.ru/
275	Продавец-консультант	https://hh.ru/vacancy/42854077?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	55000	120000	RUB	https://hh.ru/
